-1.065000000000000036e+01 4.299999999999999933e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.519999999999999929e+01 1.066666666666666874e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.864999999999999858e+01 2.999999999999999889e-02 1.000000000000000000e+00 1.000000000000000000e+00
-9.599999999999999645e+00 4.533333333333333104e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.505000000000000071e+01 1.100000000000000144e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.925000000000000000e+01 1.666666666666666990e-02 1.000000000000000000e+00 1.000000000000000000e+00
-2.535000000000000142e+01 1.033333333333333187e-01 1.000000000000000000e+00 1.000000000000000000e+00
-2.985000000000000142e+01 3.333333333333333114e-03 1.000000000000000000e+00 1.000000000000000000e+00
-3.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
-2.610000000000000142e+01 8.666666666666665575e-02 1.000000000000000000e+00 1.100000000000000089e+00
-2.985000000000000142e+01 3.333333333333333114e-03 1.000000000000000000e+00 1.000000000000000000e+00
-3.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
